,youtube_id,class_id,object_id,image_nb,xmin,xmax,ymin,ymax,found_id,found_prec
71,-f0JLwuyuTM,0,0,8,434.0,152.0,480.0,336.0,0,0.5458182692527771
72,-f0JLwuyuTM,0,0,8,99.0,224.0,156.0,356.0,0,0.52159184217453
73,-f0JLwuyuTM,0,0,8,126.0,201.0,179.0,312.0,0,0.49104058742523193
74,-f0JLwuyuTM,0,0,8,335.0,187.0,378.0,243.0,0,0.45981264114379883
75,-f0JLwuyuTM,0,0,8,299.0,190.0,343.0,253.0,0,0.42729616165161133
76,-f0JLwuyuTM,0,0,9,157.0,242.0,269.0,358.0,0,0.8233286738395691
77,-f0JLwuyuTM,0,0,9,44.0,226.0,151.0,358.0,0,0.7331622242927551
78,-f0JLwuyuTM,0,0,9,301.0,228.0,462.0,360.0,0,0.6850531697273254
79,-f0JLwuyuTM,0,0,9,395.0,201.0,480.0,349.0,0,0.6170619130134583
80,-f0JLwuyuTM,0,0,9,261.0,195.0,306.0,274.0,0,0.6073464155197144
81,-f0JLwuyuTM,0,0,9,104.0,234.0,159.0,355.0,0,0.5591767430305481
82,-f0JLwuyuTM,0,0,9,128.0,202.0,184.0,330.0,0,0.5413041710853577
83,-f0JLwuyuTM,0,0,9,440.0,159.0,480.0,338.0,0,0.45233723521232605
84,-f0JLwuyuTM,0,0,9,209.0,208.0,285.0,345.0,0,0.44282636046409607
85,-f0JLwuyuTM,0,0,10,148.0,245.0,259.0,359.0,0,0.8113119006156921
86,-f0JLwuyuTM,0,0,10,316.0,234.0,461.0,360.0,0,0.7040690183639526
87,-f0JLwuyuTM,0,0,10,32.0,243.0,143.0,360.0,0,0.6938653588294983
88,-f0JLwuyuTM,0,0,10,256.0,229.0,339.0,358.0,0,0.6291143298149109
89,-f0JLwuyuTM,0,0,10,379.0,208.0,475.0,348.0,0,0.5786722898483276
90,-f0JLwuyuTM,0,0,10,93.0,239.0,153.0,355.0,0,0.5568919777870178
91,-f0JLwuyuTM,0,0,10,121.0,213.0,174.0,325.0,0,0.48891952633857727
92,-f0JLwuyuTM,0,0,10,205.0,214.0,259.0,318.0,0,0.41922977566719055
93,-f0JLwuyuTM,0,0,11,397.0,170.0,480.0,358.0,0,0.7564719915390015
94,-f0JLwuyuTM,0,0,11,0.0,245.0,106.0,359.0,0,0.7515470385551453
95,-f0JLwuyuTM,0,0,11,118.0,248.0,228.0,359.0,0,0.7403243780136108
96,-f0JLwuyuTM,0,0,11,357.0,210.0,442.0,356.0,0,0.7105177640914917
97,-f0JLwuyuTM,0,0,11,289.0,237.0,427.0,359.0,0,0.7063140869140625
98,-f0JLwuyuTM,0,0,11,228.0,222.0,310.0,358.0,0,0.6561319231987
99,-f0JLwuyuTM,0,0,11,50.0,238.0,121.0,357.0,0,0.5506722331047058
100,-f0JLwuyuTM,0,0,11,172.0,214.0,230.0,351.0,0,0.523503303527832
101,-f0JLwuyuTM,0,0,11,234.0,205.0,276.0,278.0,0,0.46206873655319214
102,-f0JLwuyuTM,0,0,11,93.0,243.0,153.0,338.0,0,0.43283024430274963
103,-f0JLwuyuTM,0,0,12,121.0,255.0,235.0,358.0,0,0.8377916216850281
104,-f0JLwuyuTM,0,0,12,371.0,220.0,451.0,359.0,0,0.776610791683197
105,-f0JLwuyuTM,0,0,12,12.0,248.0,111.0,359.0,0,0.7520803809165955
106,-f0JLwuyuTM,0,0,12,308.0,248.0,404.0,358.0,0,0.7376287579536438
107,-f0JLwuyuTM,0,0,12,410.0,184.0,480.0,356.0,0,0.7292321920394897
108,-f0JLwuyuTM,0,0,12,74.0,246.0,129.0,358.0,0,0.6886736750602722
109,-f0JLwuyuTM,0,0,12,0.0,275.0,37.0,359.0,0,0.6306493878364563
110,-f0JLwuyuTM,0,0,12,233.0,234.0,323.0,356.0,0,0.5833472609519958
111,-f0JLwuyuTM,0,0,12,103.0,220.0,153.0,308.0,0,0.5452507734298706
112,-f0JLwuyuTM,0,0,12,304.0,215.0,345.0,278.0,0,0.46537259221076965
113,-f0JLwuyuTM,0,0,13,308.0,269.0,391.0,358.0,0,0.7843253016471863
114,-f0JLwuyuTM,0,0,13,128.0,268.0,222.0,359.0,0,0.7776995301246643
115,-f0JLwuyuTM,0,0,13,8.0,265.0,109.0,359.0,0,0.7632163763046265
116,-f0JLwuyuTM,0,0,13,428.0,198.0,480.0,355.0,0,0.6727607250213623
117,-f0JLwuyuTM,0,0,13,66.0,250.0,135.0,359.0,0,0.6551904678344727
118,-f0JLwuyuTM,0,0,13,368.0,236.0,449.0,358.0,0,0.5822281837463379
119,-f0JLwuyuTM,0,0,13,0.0,290.0,29.0,358.0,0,0.5813156366348267
120,-f0JLwuyuTM,0,0,13,180.0,223.0,218.0,279.0,0,0.4726531505584717
121,-f0JLwuyuTM,0,0,13,250.0,153.0,279.0,229.0,0,0.4263857305049896
122,-f0JLwuyuTM,0,0,14,69.0,251.0,132.0,359.0,0,0.7371743321418762
123,-f0JLwuyuTM,0,0,14,304.0,253.0,389.0,359.0,0,0.7328391075134277
124,-f0JLwuyuTM,0,0,14,9.0,248.0,110.0,360.0,0,0.7167669534683228
125,-f0JLwuyuTM,0,0,14,103.0,222.0,163.0,344.0,0,0.6834381818771362
126,-f0JLwuyuTM,0,0,14,367.0,234.0,448.0,358.0,0,0.6613037586212158
127,-f0JLwuyuTM,0,0,14,130.0,264.0,230.0,358.0,0,0.624417245388031
128,-f0JLwuyuTM,0,0,14,227.0,248.0,311.0,358.0,0,0.6051092147827148
129,-f0JLwuyuTM,0,0,14,0.0,279.0,27.0,360.0,0,0.5918301343917847
130,-f0JLwuyuTM,0,0,15,147.0,255.0,261.0,358.0,0,0.8159987926483154
131,-f0JLwuyuTM,0,0,15,14.0,236.0,115.0,360.0,0,0.7856540679931641
132,-f0JLwuyuTM,0,0,15,207.0,233.0,321.0,358.0,0,0.7816357016563416
133,-f0JLwuyuTM,0,0,15,77.0,246.0,137.0,359.0,0,0.7032451033592224
134,-f0JLwuyuTM,0,0,15,308.0,217.0,402.0,359.0,0,0.6986355185508728
135,-f0JLwuyuTM,0,0,15,368.0,225.0,451.0,359.0,0,0.6898238658905029
136,-f0JLwuyuTM,0,0,15,0.0,274.0,32.0,360.0,0,0.670295238494873
137,-f0JLwuyuTM,0,0,15,418.0,185.0,480.0,356.0,0,0.6184465289115906
138,-f0JLwuyuTM,0,0,15,110.0,215.0,171.0,354.0,0,0.6001302003860474
139,-f0JLwuyuTM,0,0,15,182.0,209.0,218.0,263.0,0,0.45491522550582886
140,-f0JLwuyuTM,0,0,16,131.0,263.0,226.0,358.0,0,0.7766048312187195
141,-f0JLwuyuTM,0,0,16,17.0,262.0,117.0,359.0,0,0.7741570472717285
142,-f0JLwuyuTM,0,0,16,395.0,260.0,461.0,359.0,0,0.669102132320404
143,-f0JLwuyuTM,0,0,16,112.0,220.0,165.0,346.0,0,0.6585111618041992
144,-f0JLwuyuTM,0,0,16,427.0,193.0,480.0,357.0,0,0.6179326176643372
145,-f0JLwuyuTM,0,0,16,320.0,249.0,403.0,358.0,0,0.5987328290939331
146,-f0JLwuyuTM,0,0,16,73.0,254.0,135.0,358.0,0,0.5490989089012146
147,-f0JLwuyuTM,0,0,16,309.0,222.0,344.0,291.0,0,0.5453669428825378
148,-f0JLwuyuTM,0,0,16,189.0,240.0,256.0,346.0,0,0.48612549901008606
149,-f0JLwuyuTM,0,0,16,342.0,209.0,368.0,259.0,0,0.4225939214229584
150,-f0JLwuyuTM,0,0,17,177.0,245.0,246.0,355.0,0,0.736693263053894
151,-f0JLwuyuTM,0,0,17,406.0,202.0,480.0,359.0,0,0.6595140695571899
152,-f0JLwuyuTM,0,0,17,26.0,248.0,114.0,359.0,0,0.6562173962593079
153,-f0JLwuyuTM,0,0,17,303.0,226.0,343.0,295.0,0,0.6412493586540222
154,-f0JLwuyuTM,0,0,17,315.0,230.0,402.0,359.0,0,0.6402373909950256
155,-f0JLwuyuTM,0,0,17,128.0,274.0,200.0,359.0,0,0.4896949529647827
156,-f0JLwuyuTM,0,0,17,364.0,233.0,446.0,358.0,0,0.45824331045150757
157,-f0JLwuyuTM,0,0,18,89.0,255.0,152.0,358.0,0,0.8111820220947266
158,-f0JLwuyuTM,0,0,18,0.0,286.0,37.0,358.0,0,0.7277394533157349
159,-f0JLwuyuTM,0,0,18,145.0,268.0,243.0,359.0,0,0.7127823829650879
160,-f0JLwuyuTM,0,0,18,310.0,222.0,349.0,290.0,0,0.6908947825431824
161,-f0JLwuyuTM,0,0,18,29.0,247.0,114.0,359.0,0,0.6732671856880188
162,-f0JLwuyuTM,0,0,18,190.0,238.0,255.0,351.0,0,0.5005900859832764
163,-f0JLwuyuTM,0,0,18,369.0,214.0,408.0,283.0,0,0.4944215416908264
164,-f0JLwuyuTM,0,0,18,251.0,244.0,340.0,354.0,0,0.48464035987854004
165,-f0JLwuyuTM,0,0,18,432.0,198.0,470.0,237.0,2,0.4601527452468872
166,-f0JLwuyuTM,0,0,18,324.0,254.0,412.0,357.0,0,0.42062005400657654
167,-f0JLwuyuTM,0,0,19,321.0,261.0,411.0,357.0,0,0.6375649571418762
168,-f0JLwuyuTM,0,0,19,189.0,226.0,229.0,288.0,0,0.6367254257202148
169,-f0JLwuyuTM,0,0,19,0.0,288.0,50.0,358.0,0,0.612043023109436
170,-f0JLwuyuTM,0,0,19,147.0,273.0,224.0,360.0,0,0.6087280511856079
171,-f0JLwuyuTM,0,0,19,34.0,265.0,117.0,358.0,0,0.5118621587753296
172,-f0JLwuyuTM,0,0,19,401.0,201.0,480.0,358.0,3,0.5050243735313416
173,-f0JLwuyuTM,0,0,19,316.0,225.0,368.0,292.0,0,0.4196053743362427
174,-f0JLwuyuTM,0,0,19,14.0,1.0,119.0,77.0,11,0.40477022528648376
